name,causality,variability,unit,kind_hint,depth
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee.V,4,0,m3,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee.X_start[1],0,1,1,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee.energyDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee.h_start,4,1,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee.m,4,4,kg,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee.massDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee.mb,4,4,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee.p_start,0,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee.substanceDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee.traceDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee.use_T_start,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.T_start,4,0,K,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.U,4,4,J,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.Ub,4,4,W,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.V,4,0,m3,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.X_start[1],0,1,1,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.energyDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.h_start,4,1,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.m,4,4,kg,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.massDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.mb,4,4,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.p_start,0,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.substanceDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.traceDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee1.use_T_start,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.T_start,4,0,K,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.U,4,4,J,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.Ub,4,4,W,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.V,4,0,m3,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.X_start[1],0,1,1,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.energyDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.h_start,4,1,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.m,4,4,kg,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.massDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.mb,4,4,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.p_start,0,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.substanceDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.traceDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee2.use_T_start,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.T_start,4,0,K,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.U,4,4,J,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.Ub,4,4,W,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.V,4,0,m3,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.X_start[1],0,1,1,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.energyDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.h_start,4,1,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.m,4,4,kg,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.massDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.mb,4,4,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.p_start,0,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.substanceDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.traceDynamics,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].tee3.use_T_start,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.V_flow,4,4,m3/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.allowFlowReversal,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.dp,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.dp_nominal,0,2,Pa,param_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.dp_start,4,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.k,4,2,kg/(s.Pa),,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.m_flow_nominal,0,2,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.m_flow_small,4,2,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.m_flow_start,4,1,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.opening,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.port_a_T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.port_b_T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.show_T,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_1.show_V_flow,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.V_flow,4,4,m3/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.allowFlowReversal,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.dp,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.dp_nominal,0,2,Pa,param_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.dp_start,4,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.k,4,2,kg/(s.Pa),,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.m_flow_nominal,0,2,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.m_flow_small,4,2,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.m_flow_start,4,1,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.opening,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.port_a_T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.port_b_T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.show_T,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_2.show_V_flow,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.V_flow,4,4,m3/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.allowFlowReversal,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.dp,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.dp_nominal,0,2,Pa,param_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.dp_start,4,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.k,4,2,kg/(s.Pa),,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.m_flow_nominal,0,2,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.m_flow_small,4,2,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.m_flow_start,4,1,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.opening,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.port_a_T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.port_b_T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.show_T,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cabinet[1].valveLinear_3.show_V_flow,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.N,4,4,rev/min,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.N_input,4,2,rev/min,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.N_nominal,0,2,rev/min,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.T_a_start,0,2,K,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.T_b_start,4,2,K,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.T_inlet,4,4,K,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.Ub,4,0,W,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.V_flow,4,4,m3/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.V_flow_nominal,4,2,m3/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.V_flow_start,4,2,m3/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.W,4,4,W,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.W_ideal,4,4,W,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.W_nominal,4,2,W,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.X_start[1],0,1,kg/kg,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.allowFlowReversal,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.d_inlet,4,4,kg/m3,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.d_nominal,4,2,kg/m3,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.d_start,4,2,kg/m3,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.dh,4,4,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.dh_ideal,4,4,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.diameter,4,2,m,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.diameter_nominal,0,2,m,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.dp,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.dp_input,4,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.dp_nominal,0,1,Pa,param_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.eta_is,4,2,1,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.h_a_start,4,2,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.h_b_start,4,2,J/kg,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.head,4,4,m,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.head_nominal,4,2,m,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.head_start,4,2,m,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.inputSignal,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.k_inputSignal,4,2,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.m_flow_input,4,2,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.m_flow_nominal,4,2,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.m_flow_start,0,1,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.nParallel,0,2,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.p_a_start,0,2,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.p_b_start,4,2,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.p_inlet,4,4,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.p_input,4,2,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.use_T_start,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.use_port,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CDUP.use_powerCharacteristic,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabRet_pT.T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabRet_pT.allowFlowReversal,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabRet_pT.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabRet_pT.precision,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabRet_pT.precision2,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabRet_pT.showName,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabRet_pT.var,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabRet_pT.var2,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabRet_pT.y,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabRet_pT.y2,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabSup_pT.T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabSup_pT.allowFlowReversal,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabSup_pT.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabSup_pT.precision,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabSup_pT.precision2,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabSup_pT.showName,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabSup_pT.var,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabSup_pT.var2,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabSup_pT.y,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].CabSup_pT.y2,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacRet_pT.T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacRet_pT.allowFlowReversal,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacRet_pT.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacRet_pT.precision,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacRet_pT.precision2,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacRet_pT.showName,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacRet_pT.var,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacRet_pT.var2,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacRet_pT.y,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacRet_pT.y2,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacSup_pT.T,4,4,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacSup_pT.allowFlowReversal,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacSup_pT.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacSup_pT.precision,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacSup_pT.precision2,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacSup_pT.showName,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacSup_pT.var,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacSup_pT.var2,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacSup_pT.y,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].FacSup_pT.y2,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.CDU_T_a_start_1,4,0,K,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.CDU_T_a_start_2,4,0,K,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.CDU_T_b_start_1,4,0,K,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.CDU_T_b_start_2,4,0,K,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.CDU_m_flow_start1,0,1,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.CDU_m_flow_start2,0,1,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.CDU_p_a_start_1,0,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.CDU_p_a_start_2,0,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.CDU_p_b_start_1,0,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.CDU_p_b_start_2,0,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.R_Pri,0,2,Pa/(kg/s),,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.R_Sec,4,2,Pa/(kg/s),,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].HEX.UA_corr_mod,4,2,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controlBus.CDUP_Nrel,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controlBus.T_CabSup,4,4,K,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controlBus.Tsec_supply_nom,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controlBus.dp_nom,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controlBus.opening_CDUOut,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controlBus.p_CabRet,4,4,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controlBus.p_CabSup,4,4,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.CDUP_Nrel_max,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.CDUP_Nrel_min,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.CDUP_Nrel_start,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.CDU_CV_max,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.CDU_CV_min,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.CDU_CV_start,4,0,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.Td_CDUP,0,2,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.Td_CV,0,2,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.Ti_CDUP,0,2,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.Ti_CV,0,2,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.db_CV,0,2,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.dbr_CV,0,2,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.gain_CDUP,0,2,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].controls.gain_CV,0,2,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.R,4,2,Pa/(kg/s),param_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.dp,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.dp_display,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.precision,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.showDP,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_CTW1.showName,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWR.R,4,2,Pa/(kg/s),param_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWR.dp,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWR.dp_display,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWR.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWR.precision,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWR.showDP,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWR.showName,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWS.R,4,2,Pa/(kg/s),param_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWS.dp,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWS.dp_display,4,4,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWS.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWS.precision,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWS.showDP,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].dP_HTWS.showName,0,1,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.R_CTW,4,2,Pa/(kg/s),,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.R_Cab_Tot,0,1,Pa/(kg/s),,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.R_HTWR,0,2,Pa/(kg/s),,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.R_HTWS,0,2,Pa/(kg/s),,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.UA_corr_mod,0,2,,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.ccVolTotal,0,1,m3,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.coolingChannels_T_a_start,0,1,K,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.coolingChannels_T_b_start,0,1,K,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.coolingChannels_m_start,0,2,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.coolingChannels_pinit,0,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.dP_CTW,0,2,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.dP_valve_CDU,0,2,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.press_CDU_T,4,0,K,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.press_CDU_p,0,1,Pa,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].data.valve_m_flow_nom,0,2,kg/s,,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].port_a1.h_outflow,4,4,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].port_a1.m_flow,4,4,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].port_a1.p,4,4,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].port_a1_nominal.T,4,0,K,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].port_a1_nominal.h,4,1,J/kg,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].port_a1_nominal.m_flow,4,2,kg/s,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].port_a1_nominal.p,4,1,Pa,signal_like,5
simulator[1].datacenter[1].computeBlock[4].cdu[1].port_a1_start.T,4,0,K,signal_like,5
